artist_name,artist_mbid,title,release,year,duration,key,key_confidence,loudness,mode,mode_confidence,tempo,time_signature,time_signature_confidence,energy,danceability,artist_familiarity,artist_hotttnesss,song_hotttnesss,artist_id,song_id,track_id,name,gender,country,type,tags,genre_principal,begin_date,end_date,area,mbid_ok,mbid_status
Spoonie Gee,336f2e14-b064-45c8-8b2a-01663a0bee64,Spoonie Is Back,The Sugar Hill Records Story,0,393.63873,1,0.421,-6.619,1,0.155,135.503,5,0.677,0.0,0.0,0.618692141580311,0.42272137011677613,0.5435242770791181,ARB2M051187FB56FA9,SOBHQIJ12A6D4FC7D3,,The Sugarhill Gang,,US,Group,"disco rap, east coast hip hop, electro, funk, hip hop, old school hip hop, old-school hip-hop, pop rap",Hip-Hop,1979,,United States,True,ok
R. Carlos Nakai,3c050ada-9db8-4e87-86fb-11c5294f9711,Blood Round Dance Song (World),Changes,1982,146.33751,1,0.027,-25.651,0,0.415,104.989,1,0.0,0.0,0.0,0.5772760891324358,0.37693998444161575,0.21508031850922793,AREJ5K11187B993F5F,SODENZR12AAF3B13B9,,R. Carlos Nakai,Male,US,Person,"flute, native american",,1946-04-16,,United States,True,ok
Linkin Park,f59c5520-5f46-4d2c-b2c4-822eabf53419,Crawling (Album Version),Hybrid Theory,2000,208.95302,4,0.247,-6.052,1,0.464,105.095,4,0.873,0.0,0.0,0.8873860805964897,0.7911430023895633,0.8722290226088538,ARQUMH41187B9AF699,SOEKSGJ12A67AE227E,,Linkin Park,,US,Group,"alt rock, alternative metal, alternative rock, metal, nu metal, rap metal, rap rock, rock",Rock,1996,,United States,True,ok
Koffi Olomidé,45d921dd-aaf9-4f72-9a8c-101ec24b9186,Bennie,Les incontournables du Congo,0,625.78893,0,0.66,-7.164,1,0.585,89.572,5,0.7,0.0,0.0,0.4534449307485466,0.31161748493154134,,ARCQ3LZ1187FB49B42,SOVPBXO12AB0188671,,Koffi Olomidé,Male,CD,Person,soukous,,1956-07-13,,Democratic Republic of the Congo,True,ok
Alain-François,nan,Playa del sous-sol,Vivant,0,172.01587,4,0.517,-5.704,1,0.491,107.986,4,0.273,0.0,0.0,0.38031705571596447,0.30091842861713314,,ARWNTXK11EBCD7BBFB,SOAMBCI12AC4685087,,,,,,,,,,,True,error: caused by: HTTP Error 400: Bad Request
Billy May & His Orchestra,5ccd3ed0-9a0e-412e-93b4-9ad5dd151547,Fascinating Rhythm (Instrumental) (2007 Digital Remaster),The Original Ballroom Dancing Album,0,312.92036,8,0.054,-10.703,1,0.377,103.532,1,0.401,0.0,0.0,0.42969369102776883,0.39046557975011453,,AR7SVRP1187FB55875,SOQNRHE12A8AE4849A,,Billy May & His Orchestra,,US,Group,jazz,Jazz,,,United States,True,ok
Phil Collins,401c3991-b76b-499d-8082-9f2df958ef78,I'm Not Moving,Face Value,1981,154.93179,5,0.682,-15.433,0,0.672,100.042,4,0.753,0.0,0.0,0.6559214175882668,0.5783016335967479,0.5968407035530287,AR9W3X91187FB3994C,SOZKFHV12A6D4F996F,,Phil Collins,Male,GB,Person,"adult contemporary, aor, art pop, british, easy listening, pop, pop rock, pop soul, progressive pop, progressive rock, rock, soft rock, sophisti-pop, synth-pop",Pop,1951-01-30,,United Kingdom,True,ok
Philippe Sarde,0ac4021c-ccbc-4a86-a565-83364ef51e42,Grand Frère,Princesses / Un Frère,0,528.22159,0,0.516,-23.178,0,0.536,137.658,4,0.056,0.0,0.0,0.45567977854361785,0.34369744996261,,ARWNRBH1187B9B7E68,SOSRIVF12AB017DF0E,,Philippe Sarde,Male,FR,Person,"composer, film composer, french",,1948-06-21,,France,True,ok
Sister Rosetta Tharpe & Marie,f5625c87-5a62-4b3b-a375-fe08a71acddc,Up Above My Head,Backline Volume 47,2004,146.80771,9,0.425,-7.386,0,0.41,80.893,4,0.0,0.0,0.0,0.553104832920521,0.36035044785399334,,AR6TD9K1187B9A207D,SOIDSPL12AB0182DF0,,Sister Rosetta Tharpe,Female,US,Person,"2008 universal fire victim, blues, blues rock, electric blues, godmother of rock and roll, gospel, guitarist, rock and roll",Blues,1915-03-20,1973-10-09,United States,True,ok
Oasis,ecf9f3a3-35e9-4c58-acaa-e707fba45060,Columbia,Supersonic,0,324.80608,2,0.046,-7.588,1,0.392,100.146,4,1.0,0.0,0.0,0.8345640982768509,0.5533936630558898,,ARBUOOR1187B997391,SOPVMQT12A679C8040,,Oasis,,US,Group,,,,,United States,True,ok
Kiss,98b67ebc-5606-4cdb-9787-47b12cceb101,Radar For Love,Asylum,0,241.08363,9,0.87,-8.021,1,0.637,99.761,1,0.0,0.0,0.0,0.7730756764142954,0.5867299132778079,0.5384224029706356,ARMI8BW1187FB57B2E,SOIAZJL12A6D4F854E,,KISS,,KR,Group,"contemporary r&b, girl group, k-pop, kpop, pop, pop soul",Pop,2001,2002,South Korea,True,ok
John Cale,72c090b6-a68e-4cb9-b330-85278681a714,Antarctica Starts Here,Paris s'éveille,1973,199.96689,5,0.785,-20.172,1,0.609,110.1,4,1.0,0.0,0.0,0.7493178009614533,0.48165586241245567,,ARUI8651187B9ACF52,SOCPFDY12AB018300D,,John Cale,Male,US,Person,"art pop, art rock, avant-garde pop, baroque pop, british, classic pop and rock, drone, experimental rock, minimalism, modern classical, proto-punk, rock, singer-songwriter, uk, welsh",Rock,1942-03-09,,Los Angeles,True,ok
UFO,f6b037df-35e8-4ef5-b59c-5634de1b44d4,Out In The Street (Live) (2008 Digital Remaster),Strangers In The Night (Remaster),0,314.17424,2,0.977,-6.763,1,0.761,131.5,4,0.071,0.0,0.0,0.6811302418484678,0.4533990832902461,,AROATPL1187FB48E12,SOVOTBC12A6D4F696A,,UFO,,LV,Group,latvian,,,,Latvia,True,ok
Back Door Slam,b7aa3a81-01f7-4603-905f-8de902528ba9,Heavy On My Mind (Album Version),Roll Away,2007,319.84281,3,0.515,-4.325,0,0.573,92.971,4,0.285,0.0,0.0,0.5545485497819551,0.411545813621729,0.6248335335556564,AR531IG1187FB59B35,SOOQCOC12A8C132A5A,,Back Door Slam,,IM,Group,"blues, blues rock",Blues,2003,2009,Isle of Man,True,ok
Cool cavemen,afffc967-b360-42b2-9073-f987bfe294fe,Everyone make love,Multipolar,0,234.762,10,0.784,-5.976,0,0.698,93.715,5,0.826,0.0,0.0,0.5034672212029974,0.22879205843535128,,ARYZ1NG1187FB3FD40,SOQYSAU12AB018263A,,Cool Cavemen,,FR,Group,"00s, 10s, alternative metal, alternative rock, crossover, fff, french, funk, funk metal, funk rock, fusion, incubus, metal, red hot chili peppers, rock",Rock,2004-11-01,2014-11-07,France,True,ok
Dave Hollister,2b0d81ce-1d0e-4097-91b3-c1f0cb045a2c,Calm Da Seas,Witness Protection,2008,258.16771,11,0.242,-5.193,1,0.438,117.936,4,1.0,0.0,0.0,0.6125430036687035,0.45966046322159376,0.42744657148843085,ARXP7MQ1187FB3AC5F,SOKLGLN12A8C13D204,,Dave Hollister,Male,US,Person,,,1971-08-17,,United States,True,ok
Nestor Torres,cdf09cd2-59e0-4953-839f-bea3bbb07b1b,Ran Kan Kan,Mi Alma Latina (My Latin Soul),0,191.63383,7,0.383,-5.648,1,0.416,78.843,7,0.758,0.0,0.0,0.48592128572111515,0.3531562974667231,0.2652136277654528,ARXJSHW1187B9A2A52,SOMMPRY12A8C131C5C,,Néstor Torres,Male,PR,Person,contemporary jazz,Jazz,1957-04-25,,Puerto Rico,True,ok
The Impressions,8af64037-6d26-4d24-afd8-7e085abb01b1,I Found You,The Impressions,1963,207.35955,1,0.607,-16.489,1,0.701,121.896,4,0.507,0.0,0.0,0.6332206239096116,0.4102474074764877,,ARCT5P61187FB3D950,SORDYIS12A6D4F64EC,,The Impressions,,US,Group,"2008 universal fire victim, chicago soul, doo-wop, pop soul, rhythm & blues, smooth soul, soul",R&B,1958,,United States,True,ok
Casa Bulga,7ccdb27f-13cb-424a-93ce-316a6f059fdd,Afraid Of Change (Tribal Vocal Mix),Afraid Of Change,2003,401.24036,10,0.596,-7.327,0,0.604,0.0,3,1.0,0.0,0.0,0.200729608076517,0.0,,ARSQFIK11F50C4D038,SOFIYUN12AB0184842,,Casa Bulga,,,,,,,,,True,ok
Debbie Davies,989d5fb7-b71e-4573-8cec-6bfacc9b131e,Grow Up_ Grow Old,Love The Game,0,283.79383,0,0.73,-7.961,1,0.66,107.183,1,0.0,0.0,0.0,0.528835697897188,0.3431334973952383,0.3347065490692206,AR7OCK81187B98D1F1,SOIHVVZ12A8C138E9D,,Debbie Davies,Female,US,Person,"blues, electric blues",Blues,1952-08-22,,Los Angeles,True,ok
Willie Clayton,0b0ded52-3918-4bb0-b5fc-1d1e6b4334bc,Walk Away From Love,Willie Clayton's Greatest Hits - Midnight Doctor,0,260.51873,10,0.675,-10.646,1,0.563,105.863,4,1.0,0.0,0.0,0.46705418466605936,0.37455792647989944,0.26355950970100545,ARUG6DV1187B992475,SOJIRAY12A8C141F8B,,Willie Clayton,Male,US,Person,soul,R&B,1955-03-29,,United States,True,ok
Bob Marley & The Wailers,ed2ac1e9-d51d-4eff-a2c2-85e81abd6360,Rainbow Country (Red Gold And Green Version),Mystic Mixes - An Exclusive Remix Collection,2001,258.29832,8,0.269,-5.308,0,0.521,152.99,4,0.42,0.0,0.0,0.7788358274024846,0.570106511951141,,ARAZCWP129462A97F1,SOMGMSS12A8C13492A,,Bob Marley,Male,JM,Person,"jamaican, reggae, roots reggae, singer-songwriter, soul and reggae, the wailers",Reggae,1945-02-06,1981-05-11,Jamaica,True,ok
Tanto Metro & Devonte,4910c255-cd1c-4f3e-a2c1-6e419b162220,Strange Things,Riddim Driven: Celebration,2004,158.1971,7,0.147,-6.712,1,0.474,104.465,4,1.0,0.0,0.0,0.6117882539472937,0.33672684140890796,0.0,AR202MX1187B9B0383,SOMAFQT12A8AE47E8D,,,,,,,,,,,True,error: caused by: HTTP Error 404: Not Found
Alvin Youngblood Hart,209311f4-f9c2-4e44-95c4-f7708f9cc10f,Screamin' & Hollerin' The Blues,Screamin' and Hollerin' The Blues,0,208.84853,3,0.0,-9.186,1,0.094,111.523,1,0.0,0.0,0.0,0.5236534084935914,0.34843419690439803,0.3347065490692206,ARCLJQZ11E2835CE37,SOSNDGZ12AB017D82F,,Alvin Youngblood Hart,Male,US,Person,"blues, folk",Blues,1963-03-02,,United States,True,ok
Naseebo Lal,92d0242d-c47d-4e2b-915d-4f875a07c91f,Dholna Dholna,Ronde Ne Nain,0,376.16281,7,0.857,-12.746,1,0.681,151.983,4,0.203,0.0,0.0,0.36347553470080324,0.0,,ARBY23A1187B9A82E4,SOOOCMS12A8C1413F3,,Naseebo Lal,Female,PK,Person,,,,,Pakistan,True,ok
Hot Tuna,d13d9feb-b7c7-49f4-9b72-65e29a16aa24,Parchman Farm,LIVE AT SWEETWATER II,2004,461.71383,1,0.979,-9.989,0,0.711,138.512,4,0.661,0.0,0.0,0.5672788711826817,0.40517835890761195,,AREOGMA1187B9908EF,SOHJXBB12A8C1437B7,,Hot Tuna,,US,Group,"acoustic blues, blues rock, folk, rock",Blues,1969,,United States,True,ok
Daddy Yankee,2f522f5c-111c-4ce8-8bd0-d82e97c227ad,A Lo Clasico,El Cartel: The Big Boss,2007,235.15383,4,0.085,-4.13,0,0.39,91.026,4,1.0,0.0,0.0,0.9089842956402567,0.562506672288816,0.48711219486346274,ARBNXYA1187FB51C50,SOIKPOX12A58A7BA0B,,Daddy Yankee,Male,PR,Person,"hip hop, latin, latin pop, latin urban, puerto rico, reggae, reggaeton",Latin,1977-02-03,,Puerto Rico,True,ok
Hacken Lee,be28eefe-4995-400b-94d0-4f4edbf8d092,Zhi Xiang Ni hui Yi,De Xin Ying Shou Yan Chang Hui 2006,0,424.82893,7,0.699,-15.198,1,0.75,124.984,3,0.989,0.0,0.0,0.48769397159097466,0.34197680383144013,,ARFERPC1187FB557F6,SONTYQS12AB017F461,,李克勤,Male,HK,Person,"1980s hong kong debut, ballad, cantopop, chinese, mandopop, pop",Pop,1967-12-06,,Hong Kong,True,ok
Jimmy Riley,96a5d12b-6f2e-4679-be43-ce0cc5146da6,Amaze,Love Canticle,0,216.39791,1,0.0,-6.895,1,0.167,159.943,4,0.0,0.0,0.0,0.47772473249197345,0.299705214086752,0.0,ARD3ICK1187B9A56C9,SOVZOZW12AB018881A,,Jimmy Riley,,,,,,2008-12-01,,,True,ok
The Cortinas,e883be93-9ba5-44f0-a207-6d5d8cd656b6,Radio Rape,Please Don't Hit Me,1978,219.01016,4,0.861,-7.687,1,0.954,134.985,3,0.884,0.0,0.0,0.5146242649672889,0.36951156516797784,0.2884816426560289,ARHQYFB1187FB4AECF,SOYMQQN12A58A7D293,,The Cortinas,,GB,Group,punk,Rock,1976,,Bristol,True,ok
Masta Ace Incorporated,1a576d57-4b7c-4f22-a51e-fe403c0103c4,Ain't No Game,Sittin' On Chrome,1995,295.1571,11,0.111,-7.687,1,0.295,88.12,5,0.722,0.0,0.0,0.66395286324226,0.3920757801423852,0.5675917250423912,ARCMYSA1187FB4A8E8,SOKRTAB12A8C1371C9,,Masta Ace Incorporated,,US,Group,hip hop,Hip-Hop,1992,1996,United States,True,ok
Jongo Trio,1d15a111-061d-48a2-bfe7-d352ec11d5f0,Cavaleiro De Aruanda,Jongo Trio,0,157.72689,2,0.192,-8.151,1,0.487,144.581,4,0.0,0.0,0.0,0.45528726198025693,0.20639450482725655,,ARRLCY71187B9A0FC6,SOMZNFA12A6D4F8A2A,,Jongo Trio,,BR,Group,,,1965,,Brazil,True,ok
George Nooks,8347fcf6-d073-4fa4-99b8-5f545fee39de,TELL ME WHY,RIDDIM DRIVEN - SLOW DOWN THE PACE,0,221.90975,7,0.0,-7.398,1,0.198,152.172,4,0.816,0.0,0.0,0.5637486273655298,0.3395324203493744,,ARB78VW1187B98F81C,SOIGFAH12A8AE4697D,,George Nooks,Male,JM,Person,george nooks - party vibes (feat. bounty killer),,,,Jamaica,True,ok
Energy,f6f76069-e47f-4f19-bee5-b6f1dd3afb2c,Czwarty,Energy,0,310.9873,2,0.112,-5.941,1,0.282,87.512,4,0.761,0.0,0.0,0.6165648063444212,0.4174057975201058,,ARJE0KX1187FB53E82,SOGLXHC12A58A7C184,,Energy,,SE,Group,,,,,Sweden,True,ok
Felix Slatkin/Concert Arts Symphonic Band,835b510b-73e6-4ce5-b878-9ab7941e0cd0,Washington Post (1998 Digital Remaster),The Military Band - Salute to the Services,0,151.17016,5,0.348,-15.019,1,0.462,124.056,4,0.0,0.0,0.0,0.47161281018282714,0.2916990799372148,,ARASWKT1187B9923B7,SOSMUXL12A8C136808,,Felix Slatkin,Male,US,Person,,,1915-12-22,1963-02-08,United States,True,ok
Eddie Palmieri,42b5af45-312e-4dc1-ad0c-84dea2d5dcb2,No Pienses Asi,Eddie Palmieri/Lala Rodrigues/Ismael Quintana - Gold 1973-1976,1973,266.50077,10,0.414,-17.886,0,0.464,153.309,1,0.0,0.0,0.0,0.571926730797233,0.368446211679491,,ARM7UY51187B993E17,SOYBJJE12A8C13CC79,,Eddie Palmieri,Male,US,Person,"jazz, latin, latin jazz, salsa",Jazz,1936-12-15,2025-08-06,United States,True,ok
William Orbit,a7412cd0-e0b8-4fa1-8d24-75bb92a84946,Cavalleria Rusticana,Pieces In A Modern Style,2000,199.8624,5,0.64,-21.82,1,0.705,131.281,4,0.887,0.0,0.0,0.6749702930475524,0.42495308411251165,0.5040343408054411,ARZS5VW1187FB567E8,SOQKFHB12AB0186B13,,William Orbit,Male,GB,Person,"british, electronic, english, house, pop and chart, uk",Electronic,1956-12-15,,United Kingdom,True,ok
Chris Brown,e1009244-1bf4-4a4c-889e-0db83b9be08f,Forever,Forever,0,389.25016,11,0.712,-2.991,1,0.463,85.322,1,0.169,0.0,0.0,0.8926886114037278,0.830356766356765,,ARXOTQH1187FB57084,SOYPBEP12A8AE4853A,,Chris Brown,Male,GB,Person,,,,,United Kingdom,True,ok
HA-ASH,16f146da-deef-4f07-9bbf-e4922c27067e,Amor a Medias,Mundos Opuestos,2005,253.90975,9,0.385,-5.548,1,0.32,136.945,4,0.284,0.0,0.0,0.6320417540294726,0.38791159898405514,0.5763999812554107,ARX0X2D1187B99F515,SOAGBQA12AB0180400,,Ha*Ash,,MX,Group,"country pop, folk pop, latin pop, latin rock",Pop,2002,,Mexico,True,ok
Radiohead,a74b1b7f-71a5-4011-9441-d0b5e4122711,15 Step,In Rainbows,2007,237.21751,1,0.623,-7.057,1,0.763,188.91,5,0.68,0.0,0.0,0.8999349522317316,0.683658060202375,0.476435219642529,ARH6W4X1187B99274F,SOSQIHH12A8C13370B,,Radiohead,,GB,Group,"alternative, alternative rock, alternative rock music, art pop, art rock, british, electronic, electronica, experimental, experimental rock, indie rock, post-britpop, progressive rock music, rock",Rock,1991,,United Kingdom,True,ok
Kashief Lindo,8979c4c3-04b2-4ddc-bf4f-431cf06dcdeb,I Love Your Way,Love Knows The Way,0,238.15791,9,0.0,-5.85,1,0.0,86.481,4,0.304,0.0,0.0,0.4366853565625111,0.32981032859254966,0.0,ARFLZK31187B9B0E15,SOIFGXP12AB0182AE8,,Kashief Lindo,Male,JM,Person,,,1978,,Jamaica,True,ok
BoDeans,84c38d3a-3400-4c28-b988-90558bb6fae0,Lookin' For Me Somewhere,Love & Hope & Sex & Dreams [Deluxe Edition],1986,186.20036,7,1.0,-13.845,1,0.864,156.285,1,0.0,0.0,0.0,0.6176086939874837,0.4059673692017926,0.2998774882739778,ARKL75U1187FB5B8B6,SOGHPNO12A582A2482,,BoDeans,,US,Group,"alternative rock, heartland rock",Rock,1983,,United States,True,ok
Bon Jovi,5dcdb5eb-cb72-4e6e-9e63-b7bace604965,Raise Your Hands,Who Says You Can't Go Home,1986,311.27465,1,1.0,-4.857,1,0.808,139.95,4,0.203,0.0,0.0,0.8392976775681696,0.7188914556702095,,ARDVZTE1187FB5A0A1,SOHKLCA12A8C1414AB,,Bon Jovi,,US,Group,"aor, arena rock, classic rock, glam metal, hair band, hard rock, heartland rock, pop rock, rock",Rock,1983,,United States,True,ok
John Tchicai,27fc27ae-3d8d-40cd-b3cf-ed2541a2321d,Rainbow Dance,Anybody Home?,0,182.36036,3,0.467,-31.391,0,0.312,154.731,5,0.543,0.0,0.0,0.4059239066513581,0.281396284444565,0.0,AR15YLD1187FB3D4DD,SODOBCV12A8C135BB3,,John Tchicai,Male,DK,Person,"avant-garde jazz, free jazz, jazz",Jazz,1936-04-28,2012-10-08,Denmark,True,ok
Bongzilla,fb7659b2-5ceb-45ac-be95-b0c1f832caec,Champagne & Reefer,Amerijuanican,2005,286.58893,9,0.437,-4.627,1,0.353,97.265,3,1.0,0.0,0.0,0.5744007886920006,0.4460715844124553,0.5367888864406624,ARRH2S81187B98C8AA,SOESBTV12A8C1407EB,,Bongzilla,,US,Group,"american, doom metal, metal, sludge metal, stoner metal",Rock,1995,,United States,True,ok
Otis Spann,ff609eb0-5425-4963-9e55-85d729f4648e,No More Doggin',The Biggest Thing Since Colossus,1995,180.40118,0,0.715,-12.931,1,0.736,63.255,4,0.27,0.0,0.0,0.5344643522287597,0.36868937254805195,0.42744657148843085,AR243ZT1187B9A98D2,SOEKXKK12A8C1367A0,,Otis Spann,Male,US,Person,"blues, chicago blues, piano blues",Blues,1930-03-21,1970-04-24,United States,True,ok
John Holt,38d64df7-5b7f-42ca-9d98-9541640ca84f,I Need a Veggie,His Story,0,228.30975,0,0.304,-9.603,1,0.398,131.297,4,0.887,0.0,0.0,0.6294632451871911,0.42479123557056614,0.3231121208952123,ARJPZSG1187FB3E985,SOCOSSE12AB01828C7,,John Holt,Male,JM,Person,"reggae, rocksteady, ska",Reggae,1947-07-11,2014-10-19,Jamaica,True,ok
Danny Wilson,b182fec1-00ad-4082-859d-1f06a2029495,Get Happy,The Best Of Danny Wilson,0,126.53669,5,0.527,-8.515,1,0.51,92.591,4,0.673,0.0,0.0,0.5599914150758433,0.36290298564883927,0.21204540548371908,AR6QQY41187B990574,SORXMMR12A6D4FBCF7,,Danny Wilson,,GB,Group,"classic pop and rock, pop, scotland",Pop,1987,1991,United Kingdom,True,ok
Al Dexter,5b6d8437-b0d8-453f-a841-90562a69532d,I'll Wait for You Dear,Country Lovers_ Vol. 2,0,150.9873,9,0.432,-16.627,1,0.304,102.707,4,0.876,0.0,0.0,0.4070193134633718,0.30760066407570574,,AR23F7J1187B9A550F,SONWNRW12AB018290A,,Al Dexter,Male,US,Person,,,1905-05-04,1984-01-28,United States,True,ok
Van Halen,b665b768-0d83-4363-950c-31ed39317c15,From Afar (Album Version),Van Halen III,1998,324.23138,4,0.696,-9.057,0,0.638,87.899,1,0.445,0.0,0.0,0.7446412459327763,0.5799889824287546,0.6853511176163042,ARNLO5S1187B9B80CC,SORKWDV12A8C13B43B,,Van Halen,,US,Group,"glam metal, hard rock, rock",Rock,1972,2019-09-30,United States,True,ok
Capleton,93dda03d-c1d3-42c2-80b0-fa71bc20262b,Cry For Love,Kings of Zion,0,216.81587,1,0.551,-10.336,0,0.506,137.425,3,1.0,0.0,0.0,0.6622504836647155,0.41005362267597006,0.0,ARNZPLV1187FB3DF5D,SOSFURN12A58A7AC5F,,Capleton,Male,JM,Person,"dancehall, dub, hip hop rnb and dance hall",Pop,1967-04-13,,Jamaica,True,ok
